Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000165934	CPSF2	12.0	18.0	8.0	18.0	18.0	13.0	22.0	23.0	21.0	24.0	7.0	11.0	8.0	18.0	25.0	17.0	3.0	20.0	23.0	18.0	9.0	6.0	14.0	25.0	23.0	13.0	31.0	35.0	27.0	25.0	29.0	16.0
ENSG00000167005	NUDT21	50.0	76.0	68.0	132.0	67.0	66.0	151.0	76.0	118.0	79.0	31.0	53.0	23.0	79.0	112.0	161.0	10.0	93.0	81.0	70.0	28.0	10.0	60.0	93.0	86.0	54.0	94.0	122.0	107.0	91.0	91.0	68.0
ENSG00000167088	SNRPD1	10.0	18.0	37.0	30.0	24.0	15.0	23.0	19.0	21.0	18.0	6.0	12.0	9.0	15.0	46.0	24.0	3.0	30.0	18.0	24.0	7.0	7.0	17.0	22.0	21.0	17.0	25.0	25.0	42.0	21.0	33.0	15.0
ENSG00000167978	SRRM2	170.0	196.0	458.0	142.0	126.0	253.0	480.0	153.0	384.0	306.0	77.0	78.0	44.0	342.0	333.0	385.0	58.0	248.0	293.0	224.0	253.0	128.0	274.0	266.0	486.0	260.0	226.0	319.0	187.0	196.0	325.0	423.0
ENSG00000168002	POLR2G	45.0	57.0	73.0	65.0	42.0	39.0	87.0	40.0	90.0	59.0	26.0	38.0	24.0	66.0	117.0	77.0	8.0	86.0	72.0	62.0	24.0	11.0	40.0	83.0	86.0	40.0	49.0	75.0	128.0	66.0	82.0	55.0
ENSG00000168066	SF1	107.0	105.0	357.0	113.0	83.0	92.0	210.0	102.0	205.0	150.0	40.0	61.0	48.0	149.0	252.0	234.0	29.0	154.0	173.0	98.0	73.0	45.0	100.0	166.0	240.0	95.0	209.0	187.0	157.0	110.0	178.0	141.0
ENSG00000168438	CDC40	13.0	21.0	41.0	23.0	16.0	14.0	27.0	16.0	23.0	22.0	6.0	17.0	11.0	20.0	34.0	31.0	3.0	16.0	24.0	17.0	8.0	4.0	15.0	20.0	28.0	16.0	21.0	35.0	26.0	23.0	28.0	13.0
ENSG00000168883	USP39	27.0	28.0	64.0	32.0	34.0	27.0	58.0	39.0	56.0	42.0	19.0	24.0	14.0	46.0	59.0	46.0	6.0	67.0	43.0	40.0	16.0	19.0	29.0	55.0	47.0	26.0	45.0	63.0	59.0	43.0	47.0	38.0
ENSG00000169045	HNRNPH1	131.0	164.0	577.0	91.0	125.0	173.0	374.0	124.0	181.0	233.0	39.0	63.0	53.0	245.0	513.0	266.0	38.0	177.0	249.0	196.0	90.0	30.0	187.0	177.0	358.0	155.0	180.0	261.0	245.0	155.0	361.0	250.0
ENSG00000169217	CD2BP2	37.0	61.0	40.0	84.0	43.0	45.0	97.0	40.0	92.0	60.0	25.0	38.0	15.0	74.0	88.0	78.0	9.0	68.0	63.0	50.0	23.0	14.0	47.0	76.0	89.0	43.0	56.0	89.0	91.0	58.0	81.0	52.0
ENSG00000169564	PCBP1	152.0	143.0	254.0	86.0	133.0	128.0	263.0	173.0	196.0	193.0	84.0	144.0	113.0	176.0	278.0	132.0	45.0	272.0	156.0	58.0	91.0	142.0	143.0	153.0	298.0	139.0	159.0	230.0	135.0	166.0	193.0	82.0
ENSG00000169813	HNRNPF	149.0	142.0	213.0	83.0	209.0	222.0	233.0	208.0	300.0	227.0	54.0	134.0	136.0	245.0	383.0	203.0	33.0	286.0	221.0	217.0	78.0	28.0	238.0	213.0	294.0	219.0	257.0	213.0	320.0	291.0	337.0	211.0
ENSG00000169976	SF3B5	128.0	202.0	373.0	139.0	191.0	154.0	211.0	165.0	341.0	181.0	113.0	129.0	74.0	200.0	298.0	288.0	45.0	239.0	169.0	180.0	120.0	60.0	166.0	201.0	207.0	138.0	173.0	309.0	253.0	202.0	222.0	158.0
ENSG00000170144	HNRNPA3	102.0	132.0	161.0	162.0	135.0	102.0	363.0	124.0	174.0	148.0	34.0	74.0	53.0	184.0	251.0	248.0	19.0	194.0	206.0	161.0	67.0	34.0	127.0	160.0	237.0	114.0	137.0	270.0	177.0	111.0	227.0	164.0
ENSG00000170860	LSM3	30.0	28.0	35.0	31.0	40.0	25.0	40.0	24.0	31.0	25.0	21.0	50.0	24.0	27.0	48.0	33.0	5.0	41.0	35.0	28.0	13.0	17.0	30.0	25.0	31.0	24.0	42.0	43.0	35.0	32.0	37.0	27.0
ENSG00000171566	PLRG1	30.0	35.0	22.0	47.0	32.0	28.0	68.0	45.0	63.0	46.0	15.0	29.0	19.0	41.0	52.0	57.0	5.0	40.0	46.0	39.0	18.0	8.0	32.0	64.0	44.0	26.0	34.0	76.0	52.0	39.0	47.0	39.0
ENSG00000171960	PPIH	15.0	19.0	43.0	16.0	23.0	21.0	32.0	20.0	30.0	25.0	9.0	9.0	6.0	24.0	49.0	27.0	3.0	28.0	24.0	30.0	9.0	3.0	20.0	20.0	35.0	16.0	34.0	35.0	45.0	20.0	29.0	25.0
ENSG00000172409	CLP1	11.0	11.0	36.0	7.0	14.0	13.0	16.0	13.0	18.0	14.0	5.0	11.0	8.0	18.0	23.0	15.0	3.0	19.0	10.0	15.0	6.0	2.0	11.0	19.0	15.0	11.0	18.0	18.0	25.0	16.0	24.0	13.0
ENSG00000174231	PRPF8	71.0	110.0	125.0	88.0	84.0	59.0	203.0	93.0	173.0	100.0	39.0	58.0	38.0	137.0	136.0	224.0	20.0	124.0	110.0	95.0	47.0	37.0	67.0	140.0	130.0	80.0	153.0	168.0	122.0	95.0	120.0	120.0
ENSG00000174243	DDX23	42.0	50.0	38.0	53.0	62.0	55.0	97.0	59.0	100.0	75.0	19.0	41.0	29.0	78.0	108.0	104.0	13.0	86.0	70.0	69.0	30.0	20.0	62.0	79.0	97.0	55.0	74.0	86.0	90.0	75.0	95.0	69.0
ENSG00000175467	SART1	24.0	28.0	86.0	45.0	25.0	29.0	46.0	25.0	50.0	28.0	16.0	19.0	14.0	54.0	62.0	64.0	9.0	58.0	40.0	17.0	26.0	14.0	30.0	34.0	73.0	27.0	54.0	40.0	29.0	25.0	52.0	44.0
ENSG00000176102	CSTF3	10.0	19.0	8.0	24.0	19.0	14.0	31.0	15.0	26.0	24.0	7.0	12.0	12.0	18.0	30.0	20.0	2.0	22.0	24.0	21.0	7.0	4.0	16.0	19.0	24.0	14.0	46.0	29.0	24.0	23.0	30.0	18.0
ENSG00000177613	CSTF2T	28.0	41.0	33.0	62.0	31.0	30.0	58.0	28.0	66.0	45.0	20.0	26.0	17.0	38.0	74.0	72.0	8.0	45.0	43.0	30.0	16.0	14.0	31.0	45.0	63.0	27.0	41.0	56.0	52.0	40.0	68.0	35.0
ENSG00000177700	POLR2L	215.0	118.0	94.0	68.0	96.0	73.0	48.0	32.0	63.0	47.0	64.0	122.0	65.0	142.0	81.0	60.0	43.0	108.0	128.0	30.0	80.0	79.0	79.0	44.0	125.0	99.0	73.0	45.0	34.0	44.0	96.0	27.0
ENSG00000177733	HNRNPA0	40.0	54.0	67.0	61.0	36.0	27.0	84.0	27.0	67.0	38.0	14.0	24.0	17.0	59.0	40.0	96.0	9.0	54.0	47.0	30.0	16.0	9.0	32.0	63.0	59.0	36.0	47.0	46.0	44.0	31.0	45.0	27.0
ENSG00000179950	PUF60	35.0	42.0	61.0	67.0	34.0	41.0	68.0	42.0	126.0	46.0	25.0	26.0	21.0	57.0	61.0	51.0	10.0	58.0	57.0	29.0	27.0	16.0	41.0	52.0	58.0	35.0	71.0	53.0	42.0	45.0	55.0	53.0
ENSG00000181222	POLR2A	61.0	82.0	154.0	107.0	49.0	52.0	140.0	68.0	124.0	107.0	25.0	50.0	23.0	93.0	113.0	119.0	16.0	99.0	84.0	61.0	37.0	15.0	51.0	122.0	117.0	56.0	264.0	129.0	87.0	83.0	101.0	140.0
ENSG00000182004	SNRPE	51.0	78.0	89.0	56.0	78.0	41.0	94.0	37.0	70.0	42.0	15.0	53.0	38.0	47.0	85.0	112.0	8.0	76.0	63.0	52.0	24.0	16.0	50.0	54.0	56.0	49.0	54.0	50.0	80.0	54.0	86.0	38.0
ENSG00000183431	SF3A3	34.0	42.0	80.0	39.0	40.0	30.0	78.0	42.0	72.0	50.0	14.0	31.0	19.0	47.0	73.0	68.0	8.0	53.0	50.0	51.0	21.0	25.0	34.0	78.0	59.0	28.0	68.0	71.0	84.0	53.0	66.0	52.0
ENSG00000183684	ALYREF	36.0	33.0	186.0	39.0	49.0	39.0	62.0	46.0	61.0	40.0	19.0	22.0	16.0	59.0	119.0	50.0	7.0	83.0	52.0	37.0	21.0	13.0	44.0	38.0	76.0	35.0	141.0	59.0	89.0	47.0	99.0	45.0
ENSG00000185250	PPIL6		0.8		5.0	1.0	0.6	5.0	1.0	51.0	1.0	0.8	4.0		6.0	0.7	9.0	0.5	0.8	1.0	1.0	0.9	0.5	0.9	2.0	1.0	2.0	24.0	19.0	0.6	0.9	0.8	1.0
ENSG00000188342	GTF2F2	14.0	29.0	25.0	28.0	23.0	18.0	30.0	23.0	20.0	25.0	16.0	10.0	8.0	18.0	27.0	24.0	3.0	24.0	26.0	25.0	11.0	9.0	16.0	29.0	21.0	14.0	32.0	30.0	27.0	25.0	24.0	46.0
ENSG00000188529	SRSF10	33.0	53.0	192.0	33.0	37.0	37.0	107.0	34.0	63.0	54.0	13.0	22.0	18.0	62.0	99.0	68.0	7.0	52.0	57.0	50.0	22.0	7.0	43.0	70.0	60.0	35.0	62.0	80.0	57.0	46.0	71.0	42.0
ENSG00000189091	SF3B3	24.0	27.0	30.0	37.0	29.0	22.0	63.0	44.0	68.0	37.0	15.0	21.0	15.0	39.0	69.0	82.0	7.0	47.0	34.0	33.0	13.0	7.0	25.0	59.0	47.0	26.0	34.0	59.0	80.0	40.0	53.0	63.0
ENSG00000196504	PRPF40A	31.0	37.0	88.0	32.0	42.0	38.0	73.0	52.0	50.0	55.0	12.0	30.0	22.0	48.0	77.0	52.0	7.0	57.0	51.0	43.0	19.0	8.0	43.0	46.0	57.0	36.0	68.0	77.0	54.0	57.0	70.0	54.0
ENSG00000197111	PCBP2	56.0	80.0	162.0	46.0	48.0	66.0	119.0	67.0	122.0	104.0	35.0	70.0	42.0	81.0	111.0	137.0	20.0	89.0	68.0	74.0	39.0	24.0	65.0	91.0	97.0	56.0	101.0	153.0	107.0	75.0	75.0	99.0
ENSG00000198231	DDX42	57.0	58.0	52.0	76.0	49.0	43.0	117.0	63.0	103.0	80.0	24.0	36.0	23.0	79.0	88.0	114.0	18.0	70.0	82.0	62.0	43.0	15.0	48.0	85.0	81.0	49.0	91.0	88.0	68.0	65.0	72.0	72.0
ENSG00000204392	LSM2	35.0	39.0	54.0	44.0	54.0	39.0	74.0	34.0	74.0	43.0	17.0	28.0	20.0	49.0	87.0	67.0	7.0	60.0	44.0	51.0	15.0	16.0	37.0	65.0	67.0	41.0	61.0	59.0	84.0	48.0	72.0	33.0
ENSG00000204560	DHX16	27.0	38.0	26.0	27.0	32.0	48.0	59.0	36.0	63.0	52.0	16.0	24.0	14.0	55.0	70.0	48.0	9.0	47.0	47.0	43.0	24.0	13.0	50.0	47.0	70.0	38.0	118.0	60.0	43.0	39.0	58.0	54.0
ENSG00000205937	RNPS1	27.0	31.0	81.0	51.0	26.0	26.0	56.0	35.0	54.0	36.0	15.0	15.0	7.0	40.0	55.0	54.0	7.0	46.0	45.0	25.0	16.0	20.0	28.0	40.0	51.0	27.0	61.0	46.0	43.0	34.0	44.0	45.0
ENSG00000240344	PPIL3	11.0	22.0	27.0	24.0	21.0	16.0	37.0	20.0	35.0	22.0	9.0	14.0	15.0	21.0	46.0	48.0	3.0	26.0	26.0	22.0	10.0	5.0	20.0	20.0	33.0	24.0	28.0	37.0	36.0	25.0	33.0	23.0
ENSG00000240682	ISY1	8.0	8.0	28.0	7.0	7.0	6.0	17.0	10.0	16.0	13.0	4.0	4.0	2.0	11.0	20.0	16.0	1.0	14.0	10.0	8.0	5.0	2.0	7.0	13.0	14.0	5.0	9.0	15.0	14.0	13.0	11.0	13.0
ENSG00000265241	RBM8A	19.0	33.0	38.0	44.0	27.0	21.0	48.0	48.0	52.0	37.0	13.0	27.0	15.0	41.0	51.0	45.0	4.0	40.0	38.0	24.0	15.0	10.0	25.0	35.0	42.0	22.0	34.0	62.0	48.0	36.0	44.0	50.0
ENSG00000273559	CWC25	22.0	29.0	143.0	20.0	21.0	27.0	48.0	25.0	28.0	37.0	8.0	21.0	14.0	42.0	46.0	32.0	6.0	34.0	33.0	22.0	14.0	7.0	28.0	36.0	45.0	22.0	61.0	37.0	31.0	29.0	47.0	44.0
