Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000129084	PSMA1	19.0	22.0	39.0	18.0	19.0	23.0	28.0	20.0	24.0	30.0	11.0	11.0	11.0	23.0	34.0	21.0	3.0	28.0	28.0	23.0	12.0	6.0	24.0	25.0	25.0	14.0	17.0	28.0	22.0	26.0	38.0	25.0
ENSG00000129691	ASH2L	33.0	25.0	34.0	38.0	28.0	22.0	46.0	37.0	46.0	36.0	15.0	22.0	13.0	34.0	41.0	54.0	6.0	39.0	33.0	28.0	16.0	10.0	24.0	41.0	35.0	27.0	74.0	43.0	40.0	36.0	35.0	37.0
ENSG00000131467	PSME3	40.0	51.0	63.0	68.0	67.0	48.0	75.0	80.0	77.0	78.0	24.0	45.0	22.0	64.0	82.0	47.0	13.0	69.0	54.0	64.0	28.0	14.0	54.0	81.0	68.0	49.0	81.0	99.0	102.0	85.0	87.0	64.0
ENSG00000131981	LGALS3	295.0	70.0	321.0	41.0	1028.0	596.0	242.0	425.0	327.0	378.0	100.0	74.0	15.0	451.0	71.0	332.0	13.0	226.0	223.0	781.0	192.0	19.0	738.0	169.0	81.0	362.0	94.0	62.0	93.0	237.0	264.0	430.0
ENSG00000132475	H3-3B	237.0	186.0	1347.0	204.0	218.0	139.0	579.0	269.0	562.0	294.0	56.0	121.0	86.0	416.0	260.0	988.0	49.0	322.0	264.0	224.0	158.0	32.0	194.0	360.0	338.0	160.0	375.0	347.0	193.0	245.0	337.0	312.0
ENSG00000134058	CDK7	16.0	29.0	38.0	20.0	30.0	23.0	40.0	48.0	40.0	29.0	8.0	25.0	12.0	29.0	34.0	27.0	5.0	76.0	35.0	29.0	13.0	7.0	22.0	31.0	23.0	24.0	72.0	42.0	39.0	32.0	32.0	33.0
ENSG00000134460	IL2RA	4.0	4.0	0.5		4.0	3.0	1.0	5.0	0.7	11.0	0.5	0.8		5.0	45.0	0.5		7.0	0.9	3.0			7.0	5.0	8.0	3.0		3.0	26.0	15.0	37.0	0.7
ENSG00000134480	CCNH	20.0	24.0	31.0	20.0	13.0	10.0	19.0	12.0	15.0	22.0	6.0	11.0	12.0	15.0	23.0	15.0	3.0	19.0	22.0	16.0	7.0	3.0	11.0	16.0	17.0	11.0	48.0	28.0	18.0	17.0	21.0	12.0
ENSG00000134686	PHC2	71.0	79.0	71.0	63.0	47.0	35.0	110.0	62.0	110.0	107.0	49.0	44.0	30.0	91.0	50.0	99.0	16.0	104.0	57.0	50.0	22.0	13.0	44.0	122.0	119.0	45.0	124.0	114.0	40.0	75.0	97.0	35.0
ENSG00000134698	AGO4	20.0	12.0	43.0	19.0	16.0	13.0	36.0	24.0	23.0	32.0	15.0	9.0	7.0	44.0	28.0	23.0	4.0	33.0	27.0	19.0	8.0	9.0	20.0	40.0	41.0	23.0	32.0	26.0	19.0	27.0	36.0	61.0
ENSG00000135047	CTSL	193.0	145.0	175.0	101.0	80.0	67.0	284.0	67.0	189.0	243.0	84.0	240.0	216.0	229.0	165.0	214.0	23.0	1170.0	145.0	105.0	75.0	29.0	53.0	264.0	185.0	53.0	190.0	176.0	91.0	217.0	270.0	29.0
ENSG00000135363	LMO2	24.0	18.0	90.0	64.0	17.0	9.0	44.0	18.0	36.0	27.0	6.0	37.0	6.0	64.0	103.0	9.0	1.0	39.0	15.0	16.0	6.0	17.0	11.0	33.0	69.0	9.0	8.0	27.0	83.0	29.0	43.0	10.0
ENSG00000136518	ACTL6A	20.0	32.0	21.0	14.0	43.0	29.0	59.0	37.0	50.0	36.0	11.0	18.0	9.0	35.0	55.0	59.0	5.0	36.0	36.0	53.0	15.0	4.0	33.0	44.0	36.0	26.0	110.0	45.0	63.0	38.0	45.0	41.0
ENSG00000136573	BLK			3.0		2.0	0.9		1.0		2.0				1.0	85.0					3.0	0.9		2.0		58.0	3.0	0.6		73.0	9.0	38.0	
ENSG00000136930	PSMB7	135.0	200.0	212.0	207.0	138.0	115.0	195.0	144.0	196.0	154.0	102.0	147.0	129.0	152.0	171.0	175.0	34.0	238.0	171.0	152.0	80.0	69.0	125.0	162.0	138.0	112.0	244.0	175.0	210.0	154.0	182.0	158.0
ENSG00000136943	CTSV				1.0	3.0	1.0	3.0	16.0	3.0	2.0		15.0		0.9				21.0	1.0	2.0			0.6	1.0		3.0	98.0	1.0	5.0		1.0	55.0
ENSG00000137693	YAP1	101.0	66.0		21.0	53.0	43.0	225.0	155.0	174.0	144.0	38.0	54.0	40.0	127.0	32.0	224.0	7.0	194.0	146.0	48.0	42.0	21.0	48.0	212.0	31.0	51.0	37.0	196.0	39.0	116.0	61.0	93.0
ENSG00000137801	THBS1	65.0	76.0	187.0	12.0	181.0	48.0	714.0	140.0	41.0	847.0	22.0	142.0	225.0	100.0	59.0	177.0	33.0	190.0	135.0	213.0	34.0	0.5	66.0	492.0	186.0	42.0	6.0	21.0	15.0	370.0	1950.0	13.0
ENSG00000139613	SMARCC2	40.0	38.0	28.0	66.0	27.0	31.0	78.0	31.0	66.0	47.0	15.0	28.0	12.0	58.0	50.0	84.0	8.0	44.0	53.0	34.0	25.0	13.0	35.0	43.0	59.0	30.0	53.0	71.0	36.0	37.0	40.0	47.0
ENSG00000139718	SETD1B	14.0	13.0	34.0	13.0	13.0	18.0	42.0	18.0	37.0	22.0	7.0	10.0	4.0	27.0	27.0	35.0	5.0	27.0	35.0	11.0	15.0	5.0	17.0	26.0	37.0	16.0	29.0	21.0	11.0	18.0	29.0	15.0
ENSG00000140262	TCF12	33.0	30.0	21.0	41.0	33.0	31.0	95.0	38.0	75.0	56.0	13.0	26.0	15.0	44.0	39.0	71.0	5.0	47.0	47.0	37.0	15.0	5.0	34.0	73.0	40.0	33.0	45.0	58.0	36.0	48.0	39.0	30.0
ENSG00000140464	PML	23.0	10.0	28.0	8.0	7.0	12.0	34.0	12.0	33.0	25.0	5.0	7.0	2.0	27.0	23.0	21.0	2.0	29.0	18.0	8.0	19.0	2.0	13.0	26.0	31.0	13.0	8.0	21.0	13.0	19.0	27.0	16.0
ENSG00000141570	CBX8	2.0	3.0	2.0	6.0	2.0	3.0	3.0	1.0	7.0	3.0	2.0	2.0	1.0	4.0	6.0	2.0	0.8	6.0	4.0	1.0	2.0	0.5	3.0	3.0	4.0	3.0	11.0	6.0	3.0	3.0	5.0	2.0
ENSG00000141582	CBX4	7.0	15.0	98.0	31.0	9.0	10.0	9.0	8.0	11.0	13.0	6.0	8.0	6.0	20.0	29.0	15.0	4.0	51.0	21.0	5.0	12.0	1.0	12.0	6.0	36.0	17.0	13.0	19.0	12.0	13.0	22.0	12.0
ENSG00000142507	PSMB6	91.0	114.0	119.0	121.0	74.0	81.0	145.0	136.0	178.0	109.0	97.0	87.0	60.0	126.0	121.0	102.0	28.0	190.0	120.0	139.0	70.0	100.0	95.0	191.0	114.0	84.0	106.0	155.0	176.0	115.0	132.0	125.0
ENSG00000143106	PSMA5	19.0	39.0	28.0	42.0	44.0	44.0	48.0	35.0	49.0	37.0	16.0	27.0	40.0	33.0	69.0	29.0	5.0	46.0	38.0	48.0	14.0	11.0	46.0	44.0	43.0	32.0	36.0	49.0	62.0	40.0	57.0	26.0
ENSG00000143387	CTSK	171.0	34.0	23.0	13.0	136.0	43.0	564.0	107.0	259.0	1321.0	29.0	15.0	13.0	71.0	119.0	282.0	5.0	84.0	102.0	164.0	16.0	5.0	58.0	389.0	58.0	52.0	55.0	40.0	130.0	746.0	90.0	218.0
ENSG00000143947	RPS27A	350.0	505.0	782.0	260.0	540.0	361.0	858.0	379.0	828.0	381.0	146.0	324.0	219.0	427.0	960.0	1945.0	151.0	552.0	571.0	477.0	329.0	124.0	396.0	579.0	861.0	450.0	200.0	664.0	730.0	501.0	689.0	491.0
ENSG00000146047	H2BC1																											12.0					
ENSG00000146374	RSPO3	33.0	64.0		16.0	21.0	6.0	198.0	15.0	40.0	51.0	0.6	3.0	8.0	9.0	13.0	2.0	0.7	96.0	15.0	22.0	12.0	19.0	12.0	230.0	6.0	10.0	3.0	3.0	5.0	21.0	62.0	1.0
ENSG00000150991	UBC	616.0	615.0	1139.0	609.0	532.0	310.0	804.0	679.0	810.0	983.0	283.0	355.0	352.0	691.0	532.0	569.0	110.0	493.0	509.0	545.0	343.0	300.0	463.0	917.0	575.0	383.0	897.0	622.0	564.0	593.0	694.0	543.0
ENSG00000154611	PSMA8														0.5	2.0	0.6									0.8		72.0		5.0		0.9	
ENSG00000155363	MOV10	19.0	28.0	18.0	12.0	18.0	43.0	42.0	24.0	56.0	38.0	7.0	15.0	11.0	38.0	34.0	41.0	4.0	71.0	44.0	32.0	20.0	2.0	47.0	41.0	58.0	28.0	76.0	30.0	18.0	28.0	34.0	83.0
ENSG00000158321	AUTS2	4.0	3.0	2.0	7.0	5.0	2.0	7.0	5.0	4.0	8.0	0.8	5.0	4.0	8.0	3.0	11.0	0.5	3.0	8.0	6.0	14.0	1.0	6.0	4.0	4.0	2.0	5.0	2.0	3.0	4.0	4.0	11.0
ENSG00000158373	H2BC5	7.0	23.0	20.0	6.0	50.0	18.0	17.0	8.0	43.0	24.0	10.0	46.0	43.0	10.0	16.0	25.0	2.0	30.0	166.0	27.0	8.0	7.0	25.0	6.0	14.0	48.0	16.0	18.0	8.0	19.0	13.0	11.0
ENSG00000158406	H4C8	4.0	4.0	4.0	4.0	6.0	6.0	6.0	7.0	6.0	7.0	3.0	3.0		6.0	6.0	7.0		4.0	21.0	7.0	2.0	4.0	7.0	5.0	8.0	4.0	6.0	8.0	5.0	6.0	8.0	2.0
ENSG00000159216	RUNX1	9.0	3.0	29.0	2.0	7.0	5.0	4.0	8.0	8.0	38.0	2.0	2.0	3.0	25.0	15.0	7.0	0.6	14.0	8.0	8.0	6.0		7.0	5.0	13.0	20.0	4.0	3.0	11.0	25.0	34.0	5.0
ENSG00000159352	PSMD4	81.0	72.0	83.0	115.0	73.0	64.0	117.0	78.0	145.0	78.0	59.0	64.0	56.0	88.0	123.0	112.0	19.0	135.0	89.0	84.0	46.0	72.0	64.0	120.0	112.0	63.0	157.0	95.0	128.0	95.0	111.0	96.0
ENSG00000159377	PSMB4	134.0	195.0	285.0	189.0	126.0	157.0	274.0	160.0	282.0	211.0	110.0	113.0	81.0	203.0	291.0	262.0	34.0	289.0	220.0	172.0	100.0	58.0	160.0	265.0	252.0	121.0	111.0	255.0	253.0	197.0	266.0	184.0
ENSG00000161057	PSMC2	62.0	86.0	104.0	87.0	60.0	51.0	94.0	74.0	92.0	85.0	44.0	65.0	56.0	79.0	92.0	78.0	9.0	98.0	92.0	66.0	32.0	45.0	58.0	97.0	81.0	64.0	80.0	120.0	92.0	83.0	101.0	89.0
ENSG00000162367	TAL1	12.0	4.0	46.0	9.0	3.0	2.0	7.0	3.0	10.0	9.0	3.0	2.0	1.0	16.0	3.0	2.0		18.0	2.0	3.0	0.7	1.0	3.0	10.0	11.0	2.0	3.0	14.0	1.0	5.0	3.0	2.0
ENSG00000162961	DPY30	20.0	38.0	13.0	23.0	23.0	20.0	28.0	23.0	49.0	25.0	9.0	23.0	15.0	28.0	27.0	28.0	5.0	27.0	39.0	18.0	17.0	6.0	22.0	19.0	23.0	19.0	17.0	50.0	22.0	25.0	22.0	23.0
ENSG00000163041	H3-3A	49.0	63.0	292.0	35.0	83.0	96.0	85.0	70.0	111.0	91.0	29.0	34.0	19.0	93.0	129.0	88.0	14.0	96.0	92.0	84.0	43.0	14.0	101.0	78.0	120.0	83.0	55.0	84.0	102.0	87.0	155.0	79.0
ENSG00000163599	CTLA4	2.0	0.8	7.0		3.0	1.0	1.0	3.0	0.8	17.0	0.5			4.0	69.0	0.5			2.0	4.0	0.6		4.0	1.0	10.0	3.0	2.0	2.0	40.0	15.0	52.0	0.9
ENSG00000163602	RYBP	23.0	32.0	45.0	58.0	36.0	26.0	105.0	41.0	48.0	52.0	9.0	22.0	23.0	48.0	44.0	65.0	6.0	87.0	59.0	33.0	12.0	2.0	28.0	57.0	54.0	25.0	68.0	47.0	32.0	45.0	49.0	26.0
ENSG00000163636	PSMD6	20.0	28.0	61.0	26.0	18.0	17.0	34.0	22.0	22.0	26.0	12.0	19.0	13.0	25.0	36.0	22.0	29.0	32.0	28.0	22.0	11.0	13.0	17.0	30.0	29.0	18.0	69.0	26.0	28.0	20.0	33.0	26.0
ENSG00000163737	PF4	1.0		57.0		1.0					0.5				4.0	1.0			10.0		0.9					21.0	0.8					1.0	
ENSG00000163939	PBRM1	28.0	25.0	25.0	26.0	31.0	21.0	65.0	44.0	46.0	41.0	14.0	14.0	18.0	35.0	45.0	67.0	4.0	40.0	37.0	32.0	13.0	6.0	21.0	58.0	40.0	24.0	34.0	65.0	36.0	44.0	47.0	39.0
ENSG00000164032	H2AZ1	66.0	82.0	423.0	111.0	133.0	113.0	173.0	147.0	116.0	140.0	33.0	62.0	46.0	128.0	418.0	147.0	16.0	184.0	139.0	155.0	48.0	19.0	122.0	220.0	129.0	99.0	175.0	110.0	322.0	140.0	215.0	120.0
ENSG00000164399	IL3																											0.5					
ENSG00000164400	CSF2			1.0							1.0				6.0																3.0	0.9	
ENSG00000165916	PSMC3	93.0	106.0	113.0	123.0	77.0	67.0	129.0	102.0	154.0	92.0	79.0	67.0	64.0	117.0	122.0	99.0	21.0	166.0	108.0	99.0	54.0	83.0	72.0	166.0	98.0	78.0	132.0	144.0	135.0	103.0	126.0	127.0
ENSG00000166407	LMO1		1.0		3.0																		11.0			0.7		2.0					7.0
ENSG00000166501	PRKCB	2.0	2.0	36.0	209.0	9.0	9.0	9.0	8.0	5.0	14.0	0.8	1.0	3.0	15.0	103.0	2.0		5.0	13.0	9.0	2.0		9.0	14.0	98.0	3.0	16.0	4.0	77.0	21.0	69.0	10.0
ENSG00000167548	KMT2D	15.0	13.0	62.0	14.0	16.0	11.0	25.0	16.0	32.0	20.0	7.0	12.0	3.0	21.0	23.0	38.0	6.0	26.0	19.0	13.0	11.0	12.0	13.0	21.0	31.0	14.0	26.0	29.0	13.0	17.0	24.0	38.0
ENSG00000168283	BMI1	30.0	49.0	28.0	48.0	27.0	26.0	70.0	36.0	48.0	51.0	15.0	24.0	19.0	48.0	55.0	40.0	7.0	50.0	59.0	28.0	16.0	14.0	27.0	59.0	59.0	25.0	49.0	50.0	36.0	46.0	45.0	23.0
ENSG00000168301	KCTD6	9.0	13.0	8.0	39.0	9.0	7.0	26.0	13.0	20.0	16.0	5.0	13.0	5.0	12.0	13.0	22.0	2.0	16.0	13.0	10.0	6.0	3.0	6.0	18.0	16.0	6.0	12.0	24.0	8.0	10.0	10.0	9.0
ENSG00000169375	SIN3A	15.0	15.0	31.0	21.0	18.0	13.0	50.0	19.0	42.0	27.0	8.0	14.0	9.0	30.0	38.0	49.0	4.0	29.0	27.0	20.0	10.0	3.0	15.0	33.0	32.0	17.0	52.0	53.0	29.0	28.0	30.0	27.0
ENSG00000170315	UBB	380.0	515.0	581.0	694.0	477.0	438.0	488.0	219.0	314.0	424.0	290.0	574.0	675.0	509.0	438.0	351.0	120.0	605.0	423.0	465.0	289.0	292.0	437.0	577.0	475.0	426.0	873.0	701.0	495.0	410.0	397.0	286.0
ENSG00000173473	SMARCC1	24.0	23.0	46.0	21.0	49.0	36.0	81.0	59.0	66.0	48.0	12.0	40.0	18.0	48.0	81.0	72.0	10.0	77.0	69.0	58.0	23.0	7.0	43.0	59.0	57.0	41.0	81.0	85.0	80.0	66.0	65.0	63.0
ENSG00000173692	PSMD1	67.0	75.0	45.0	130.0	71.0	62.0	97.0	81.0	65.0	71.0	41.0	47.0	33.0	58.0	62.0	49.0	7.0	85.0	70.0	75.0	17.0	44.0	58.0	118.0	60.0	47.0	82.0	88.0	82.0	73.0	80.0	61.0
ENSG00000173889	PHC3	10.0	12.0	33.0	12.0	14.0	9.0	24.0	13.0	19.0	19.0	4.0	12.0	6.0	16.0	24.0	26.0	2.0	13.0	20.0	14.0	5.0	2.0	11.0	20.0	24.0	12.0	14.0	30.0	16.0	17.0	22.0	12.0
ENSG00000173894	CBX2	1.0	0.6	4.0	1.0	0.5	0.5	4.0	4.0	3.0	2.0	2.0	0.6		5.0	3.0	7.0		7.0	1.0	0.6	0.6			2.0	3.0		31.0	2.0	3.0	2.0	2.0	4.0
ENSG00000175166	PSMD2	81.0	109.0	118.0	123.0	78.0	67.0	144.0	120.0	131.0	97.0	64.0	65.0	36.0	108.0	111.0	92.0	14.0	124.0	98.0	95.0	40.0	84.0	68.0	160.0	93.0	64.0	198.0	145.0	130.0	96.0	118.0	109.0
ENSG00000179295	PTPN11	106.0	97.0	42.0	232.0	72.0	48.0	129.0	100.0	94.0	102.0	73.0	73.0	61.0	98.0	93.0	77.0	13.0	106.0	98.0	70.0	32.0	34.0	51.0	142.0	69.0	55.0	44.0	158.0	75.0	99.0	97.0	70.0
ENSG00000179348	GATA2	12.0	19.0	6.0	3.0	6.0	9.0	76.0	7.0	64.0	25.0	8.0	18.0		79.0	5.0	4.0	3.0	79.0	129.0	5.0	2.0	2.0	8.0	39.0	20.0	5.0	6.0	5.0	2.0	24.0	6.0	3.0
ENSG00000179588	ZFPM1	2.0	2.0	7.0	1.0	2.0	8.0	1.0		2.0	4.0	0.6	0.9	2.0	1.0	3.0	1.0	2.0	1.0	2.0	0.5	1.0		4.0	0.6	7.0	15.0	8.0	1.0	0.9	0.7	2.0	0.7
ENSG00000180008	SOCS4	16.0	16.0	18.0	22.0	18.0	15.0	31.0	17.0	18.0	31.0	8.0	15.0	7.0	24.0	34.0	14.0	3.0	21.0	19.0	17.0	6.0	2.0	14.0	26.0	28.0	16.0	20.0	38.0	21.0	27.0	34.0	16.0
ENSG00000180573	H2AC6	30.0	59.0	59.0	31.0	77.0	63.0	40.0	57.0	98.0	62.0	18.0	42.0	71.0	53.0	40.0	33.0	7.0	71.0	301.0	58.0	18.0	15.0	88.0	22.0	64.0	68.0	34.0	81.0	24.0	73.0	47.0	31.0
ENSG00000180596	H2BC4	4.0	6.0	23.0	5.0	4.0	4.0	4.0	14.0	12.0	5.0	2.0	7.0	12.0	6.0	5.0	5.0	1.0	15.0	43.0	3.0	3.0	3.0	5.0	2.0	7.0	15.0	16.0	6.0	4.0	9.0	15.0	3.0
ENSG00000180628	PCGF5	32.0	71.0	33.0	72.0	58.0	48.0	59.0	41.0	50.0	61.0	39.0	52.0	39.0	51.0	59.0	55.0	9.0	43.0	40.0	44.0	30.0	10.0	58.0	45.0	54.0	39.0	51.0	104.0	43.0	44.0	51.0	33.0
ENSG00000183598	H3C13				0.8																							0.6				0.9	
ENSG00000183741	CBX6	28.0	35.0	52.0	119.0	14.0	12.0	59.0	27.0	73.0	39.0	16.0	24.0	2.0	49.0	37.0	61.0	7.0	15.0	50.0	17.0	16.0	3.0	15.0	69.0	38.0	22.0	16.0	55.0	31.0	38.0	45.0	17.0
ENSG00000184113	CLDN5	84.0	3.0		20.0	7.0	6.0	12.0	4.0	15.0	5.0	4.0	6.0	1.0	46.0	13.0	5.0	0.8	20.0	5.0	3.0	2.0	4.0	9.0	9.0	19.0	7.0	3.0	5.0	3.0	8.0	6.0	3.0
ENSG00000184260	H2AC20	0.8	1.0	32.0													0.5		1.0	1.0		0.7		2.0	0.7	3.0	2.0	0.9					
ENSG00000184557	SOCS3	685.0	169.0	273.0	15.0	46.0	44.0	81.0	194.0	243.0	762.0	12.0	25.0	134.0	300.0	140.0	40.0	25.0	164.0	125.0	50.0	13.0	0.6	46.0	368.0	52.0	33.0	12.0	112.0	30.0	412.0	438.0	8.0
ENSG00000184678	H2BC21	12.0	40.0	46.0	39.0	14.0	13.0	33.0	25.0	29.0	16.0	63.0	13.0	12.0	29.0	19.0	24.0	3.0	60.0	287.0	17.0	19.0	33.0	13.0	17.0	28.0	33.0	32.0	40.0	8.0	27.0	28.0	26.0
ENSG00000185130	H2BC13		0.7	10.0		1.0										0.7	0.6				0.5							1.0	1.0	0.9			
ENSG00000185245	GP1BA	1.0	0.8	9.0	2.0	1.0	3.0	2.0	0.5	2.0	1.0	0.7	3.0	1.0	4.0	44.0	2.0		1.0	2.0	4.0	2.0	1.0	3.0	2.0	16.0	0.8	1.0	2.0	22.0	0.8	10.0	7.0
ENSG00000185627	PSMD13	42.0	45.0	63.0	55.0	51.0	48.0	86.0	61.0	76.0	62.0	30.0	31.0	25.0	69.0	97.0	54.0	10.0	82.0	85.0	64.0	25.0	27.0	50.0	76.0	78.0	39.0	67.0	73.0	89.0	62.0	82.0	70.0
ENSG00000186891	TNFRSF18	1.0	0.9	3.0	0.7	3.0	8.0		0.9	0.5	0.9				3.0	7.0			0.8	2.0	2.0	3.0	0.5	6.0		9.0	8.0	3.0		3.0	2.0	14.0	14.0
ENSG00000188486	H2AX	10.0	18.0	51.0	28.0	22.0	30.0	16.0	12.0	18.0	13.0	3.0	7.0	2.0	11.0	53.0	21.0	4.0	46.0	25.0	11.0	7.0	4.0	28.0	11.0	33.0	19.0	27.0	6.0	41.0	12.0	45.0	10.0
ENSG00000189079	ARID2	7.0	9.0	20.0	10.0	13.0	10.0	23.0	15.0	18.0	17.0	5.0	10.0	4.0	15.0	19.0	24.0	2.0	17.0	15.0	12.0	6.0	2.0	11.0	17.0	14.0	10.0	57.0	27.0	16.0	15.0	17.0	19.0
ENSG00000196092	PAX5			6.0		1.0	0.5				3.0				0.6	135.0				0.6	2.0	0.9		1.0		62.0	0.9	1.0		90.0	6.0	55.0	
ENSG00000196363	WDR5	27.0	28.0	36.0	31.0	28.0	35.0	43.0	30.0	52.0	30.0	13.0	21.0	11.0	36.0	47.0	55.0	9.0	45.0	37.0	32.0	22.0	11.0	39.0	44.0	44.0	25.0	119.0	42.0	46.0	28.0	42.0	41.0
ENSG00000196890	H2BU1		2.0		2.0				0.6	3.0					0.8					2.0				0.6		1.0	0.6			0.8			2.0
ENSG00000197061	H4C3			3.0		0.6				1.0						2.0	1.0		0.9		1.0	1.0				3.0		0.5	1.0	3.0	0.5	2.0	
ENSG00000197122	SRC	8.0	36.0	17.0	18.0	33.0	60.0	45.0	30.0	38.0	78.0	3.0	15.0	4.0	40.0	14.0	26.0	7.0	26.0	55.0	34.0	8.0		61.0	42.0	35.0	74.0	73.0	17.0	16.0	51.0	30.0	25.0
ENSG00000197153	H3C12			0.6															0.5														
ENSG00000197170	PSMD12	29.0	42.0	59.0	47.0	27.0	19.0	36.0	36.0	26.0	39.0	16.0	27.0	32.0	33.0	36.0	26.0	7.0	39.0	32.0	27.0	16.0	17.0	20.0	35.0	31.0	23.0	61.0	41.0	35.0	32.0	43.0	33.0
ENSG00000197238	H4C11																											0.7					
ENSG00000197641	SERPINB13								440.0																					38.0	10.0		33.0
ENSG00000197822	OCLN				1.0	12.0	9.0	2.0	6.0	9.0	8.0		6.0	6.0	22.0		0.7	3.0	4.0	3.0	10.0	2.0		10.0			15.0	2.0	39.0	2.0	4.0	2.0	6.0
ENSG00000197837	H4-16	0.6	6.0	1.0	3.0	3.0	3.0	3.0	2.0	5.0	3.0	0.9	2.0	0.5	3.0	6.0	5.0	1.0	4.0	19.0	4.0	3.0		4.0	2.0	9.0	8.0	9.0	7.0	3.0	2.0	5.0	4.0
ENSG00000197903	H2BC12	25.0	47.0	43.0	21.0	71.0	53.0	52.0	59.0	104.0	35.0	10.0	13.0	40.0	79.0	77.0	49.0	12.0	114.0	160.0	27.0	32.0	2.0	64.0	26.0	110.0	106.0	101.0	70.0	22.0	62.0	92.0	15.0
ENSG00000198728	LDB1	37.0	67.0	170.0	81.0	41.0	49.0	235.0	74.0	212.0	138.0	50.0	57.0	11.0	135.0	152.0	320.0	12.0	119.0	119.0	56.0	73.0	23.0	53.0	85.0	165.0	56.0	92.0	149.0	100.0	108.0	92.0	282.0
ENSG00000198890	PRMT6	7.0	15.0	6.0	13.0	15.0	9.0	22.0	9.0	23.0	16.0	3.0	17.0	5.0	11.0	21.0	21.0	4.0	20.0	22.0	12.0	6.0	0.7	12.0	15.0	19.0	10.0	18.0	19.0	16.0	17.0	17.0	10.0
ENSG00000203710	CR1	0.6	1.0	8.0	0.5	2.0	1.0	1.0	1.0	0.9	4.0		3.0	1.0	4.0	36.0			13.0	0.5	2.0			2.0	2.0	39.0	0.8			24.0	9.0	54.0	
ENSG00000204227	RING1	52.0	78.0	49.0	89.0	47.0	58.0	162.0	50.0	119.0	82.0	28.0	55.0	34.0	107.0	73.0	151.0	14.0	80.0	106.0	46.0	54.0	18.0	66.0	103.0	96.0	63.0	98.0	145.0	59.0	60.0	77.0	78.0
ENSG00000204264	PSMB8	37.0	46.0	91.0	17.0	91.0	106.0	66.0	35.0	81.0	77.0	11.0	25.0	26.0	97.0	202.0	56.0	3.0	46.0	44.0	113.0	43.0	3.0	114.0	63.0	171.0	79.0	9.0	46.0	162.0	91.0	156.0	69.0
ENSG00000204435	CSNK2B	12.0	21.0	27.0	19.0	11.0	23.0	34.0	27.0	35.0	30.0	12.0	9.0	7.0	24.0	38.0	40.0	4.0	33.0	23.0	25.0	11.0	6.0	20.0	31.0	29.0	14.0	69.0	39.0	34.0	22.0	27.0	55.0
ENSG00000205220	PSMB10	7.0	12.0	31.0	7.0	20.0	50.0	14.0	7.0	30.0	27.0	4.0	7.0	6.0	25.0	74.0	12.0	2.0	24.0	18.0	9.0	19.0	1.0	47.0	5.0	69.0	23.0	6.0	19.0	20.0	26.0	52.0	5.0
ENSG00000221983	UBA52	200.0	173.0	425.0	163.0	221.0	138.0	266.0	159.0	313.0	186.0	82.0	142.0	126.0	216.0	418.0	530.0	85.0	283.0	187.0	193.0	160.0	112.0	160.0	236.0	416.0	162.0	188.0	227.0	453.0	207.0	320.0	198.0
ENSG00000233822	H2BC15		2.0	0.8	0.8	0.6		1.0		2.0		0.5	0.6		0.6	0.6	1.0		0.8	2.0	0.9			0.7		0.9	0.6	3.0	2.0	0.5		0.5	
ENSG00000240065	PSMB9	15.0	14.0	25.0	14.0	25.0	55.0	24.0	11.0	29.0	28.0	6.0	8.0	14.0	75.0	138.0	21.0	1.0	18.0	16.0	30.0	16.0	2.0	67.0	24.0	175.0	41.0	6.0	16.0	69.0	40.0	96.0	30.0
ENSG00000246705	H2AJ	53.0	47.0	19.0	6.0	35.0	22.0	33.0	17.0	35.0	23.0	8.0	19.0	10.0	42.0	23.0	19.0	12.0	64.0	148.0	20.0	40.0	8.0	23.0	23.0	41.0	29.0	157.0	18.0	9.0	17.0	21.0	27.0
ENSG00000272333	KMT2B	14.0	15.0	31.0	16.0	13.0	20.0	22.0	16.0	24.0	21.0	6.0	10.0	5.0	24.0	36.0	33.0	7.0	25.0	26.0	10.0	13.0	5.0	18.0	17.0	44.0	21.0	72.0	24.0	13.0	18.0	30.0	29.0
ENSG00000273542	H4C12			2.0																	1.0			1.0		0.9	0.7						
ENSG00000273703	H2BC14			3.0												1.0				1.0										2.0			
ENSG00000273802	H2BC8		3.0	7.0	1.0	5.0	2.0	4.0	7.0	3.0	2.0	0.8	1.0		0.5	4.0	1.0		5.0	30.0	6.0	3.0		4.0	0.8	4.0	7.0	2.0	2.0	4.0	5.0	4.0	3.0
ENSG00000273983	H3C8			0.6		1.0	0.9			0.7						1.0					0.8			1.0					0.8	0.6			
ENSG00000274290	H2BC6		0.6	0.9			0.8			1.0						1.0	0.6			4.0	0.5	0.5				0.5	0.8	0.9	0.7	0.7	1.0		0.5
ENSG00000274618	H4C6			1.0																													
ENSG00000274641	H2BC17			3.0			1.0												2.0	0.5	0.6						0.6	0.9		1.0			
